ch,yue
璎,jing
璏,wai
璐,lou
璑,mou
璒,dang
璓,sau
璔,zang
璕,cam
璖,keoi
璗,dong
璘,leon
璙,liu
璚,king
璚,kyut
璛,suk
璜,wong
璝,gwai
璞,pok
璟,ging
璠,faan
璡,zeon
璢,lau
璣,gei
璤,wai
璥,ging
璦,oi
璦琿條約,oi fai tiu joek
璧,bik
璨,caan
璩,keoi
璪,zou
璫,dong
璬,giu
璭,gun
璮,taan
璯,faai
璯,wui
環,waan
環形結構,waan jing git kau
璱,sat
璲,seoi
璳,tin
璴,co
璵,jyu
璶,zeon
璷,fu
璷,leoi
璷,lou
璸,ban
璹,sau
璹,suk
璺,man
璻,zeoi
璼,laam
璽,saai
璾,cai
璾,zi
璿,syun
瓀,jyun
瓁,wok
瓂,goi
瓃,leoi
瓄,duk
瓅,lik
瓆,zat
瓇,jau
瓈,lei
瓉,zaan
瓊,king
瓋,tik
瓌,gwai
瓍,ceoi
瓎,laat
瓏,lung
瓐,lou
瓑,lik
瓒,zaan
瓓,laan
瓔,jing
瓕,mei
瓕,saai
瓖,soeng
瓗,king
瓗,kwai
瓘,gun
瓙,dou
瓚,zaan
瓛,wun
瓜,gwaa
瓜褦藤藤褦瓜,gwaa naai tang tang naai gwaa
瓜褦藤藤褦瓜,gwaa nang tang tang nang gwaa
瓝,bok
瓝,paau
瓞,dit
瓞,wok
瓟,bok
瓟,paau
瓠,wu
瓠,wok
瓡,zap
瓢,piu
瓣,faan
瓣,baan
瓣瓣,faan baan
瓣瓣,faan faan
瓣瓣掂,faan faan dim
瓤,nong
瓥,lai
瓦,ngaa
瓦桁,ngaa haang
瓦桁,ngaa hong
瓦檐,ngaa jam
瓦檐,ngaa jim
瓦背頂,ngaa bui deng
瓦背顶,ngaa bui deng
瓦鐺,ngaa caang
瓦铛,ngaa caang
瓨,gong
瓪,baan
瓫,pun
瓬,fong
瓭,dam
瓮,ung
瓯,au
瓲,tyun
瓳,wu
瓴,ling
瓵,ji
瓶,ping
瓶,peng
瓷,ci
瓹,gyun
瓺,coeng
瓻,ci
瓼,lei
瓽,dong
瓾,maang
瓿,pau
瓿,bau
瓿,bou
甀,zeoi
甁,ping
甂,bin
甂,pin
甃,zau
甄,jan
甄,zan
甆,ci
甇,aang
甇,ang
甈,hei
甉,haam
甊,lau
甋,dik
甌,au
甍,mang
甎,zyun
甏,bong
甐,leon
甑,zang
甒,mou
甓,pik
甓,bik
甔,daam
甕,ung
甖,aang
甗,jin
甘,gam
甘南藏族自治州,gam naam zong zuk zi zi zau
甘孜藏族自治州,gam zi zong zuk zi zi zau
甙,doi
甚,sam
甚,sap
甛,tim
甜,tim
甝,hon
甞,soeng
生,sang
生,saang
生㓥,saang tong
生下,saang haa
生丝,saang si
生乌鸡,saang wu gai
生乾精,saang gon zing
生于斯长于斯,sang jyu si zoeng jyu si
生人,saang jan
生人唔生胆,saang jan m saang daam
生人唔生膽,saang jan m saang daam
生仔,saang zai
生仔,sang zai
生保,saang bou
生借,saang ze
生儿育女,saang ji juk neoi
生儿育女,sang ji juk neoi
生兒育女,saang ji juk neoi
生兒育女,sang ji juk neoi
生养,saang joeng
生冷,saang laang
生出,saang ceot
生劏,saang tong
生动,saang dung
生动,sang dung
生動,saang dung
生動,sang dung
生勾勾,saang ngau ngau
生口,saang hau
生命,sang meng
生命,sang ming
生命体,sang ming tai
生命力,sang ming lik
生命吠陀,sang ming fai to
生命周期,sang ming zau kei
生命在于运动,sang ming zoi jyu wan dung
生命在於運動,sang ming zoi jyu wan dung
生命多样性,sang ming do joeng sing
生命多樣性,sang ming do joeng sing
生命征象,sang ming zing zoeng
生命徵象,sang ming zing zoeng
生命科学,sang ming fo hok
生命科學,sang ming fo hok
生命線,sang ming sin
生命线,sang ming sin
生命跡象,sang ming zik zoeng
生命迹象,sang ming zik zoeng
生命週期,sang ming zau kei
生命體,sang ming tai
生啤,saang be
生啤啤,saang bi bi
生嘢,saang je
生嚿叉烧好过生你,saang gau caa siu hou gwo saang nei
生嚿叉燒好過生你,saang gau caa siu hou gwo saang nei
生土,saang tou
生地,saang dei
生坟,saang fan
生埃,saang aai
生埋脑笋,saang maai nou seon
生埋腦筍,saang maai nou seon
生埗,saang bou
生埗,sang bou
生墳,saang fan
生壅,saang ngung
生壅,saang ung
生外,saang ngoi
生太,saang taai
生女,saang neoi
生姜,saang goeng
生娘,saang noeng
生孃,saang noeng
生子,saang zi
生字,saang zi
生字,sang zi
生字表,sang zi biu
生存空間,saang cyun hung gaan
生存空間,sang cyun hung gaan
生存空间,saang cyun hung gaan
生存空间,sang cyun hung gaan
生安白做,saang on baak zou
生安白造,saang on baak zou
生定,saang ding
生就,saang zau
生得,saang dak
生性,saang sing
生性,sang sing
生息,saang sik
生息,sang sik
生意,saang ji
生愿,saang jyun
生手,saang sau
生抽,saang cau
生招牌,saang ziu paai
生招牌,sang ziu paai
生搬硬套,saang bun ngaang tou
生搬硬套,sang bun ngaang tou
生擒,saang kam
生擒,sang kam
生於斯長於斯,sang jyu si zoeng jyu si
生日,saang jat
生日卡,saang jat kaat
生旧叉烧好过生你,saang gau caa siu hou gwo saang nei
生旧叉烧好过生你,saang gau caa siu hou gwo sang nei
生晒,saang saai
生暗疮,saang am cong
生暗瘡,saang am cong
生暴,saang buk
生暴,sang bou
生暴人,saang bou jan
生曬,saang saai
生果,saang gwo
生根,saang gan
生根,sang gan
生母,saang mou
生母,sang mou
生气,saang hei
生气,sang hei
生气蓬勃,sang hei pung but
生氣,saang hei
生氣,sang hei
生氣蓬勃,sang hei pung but
生水,saang seoi
生沙淋,saang saa lam
生油,saang jau
生油,sang jau
生活散漫,saang wut saan maan
生滋,saang zi
生滚,saang gwan
生滾,saang gwan
生炒,saang caau
生烏雞,saang wu gai
生热痱,saang jit fai
生煎,saang zin
生熱痱,saang jit fai
生片,saang pin
生物测定,sang mat caak ding
生物測定,sang mat caak ding
生猛,saang maang
生猪,saang zyu
生生猛猛,saang saang maang maang
生番,saang faan
生疏,saang so
生疏,sang so
生疮,saang cong
生病,saang beng
生病,sang beng
生瘌痢,saang laat lei
生瘡,saang cong
生癪,saang zik
生盐,saang jim
生盐,sang jim
生石灰,saang sek fui
生石膏,saang sek gou
生硬,saang ngaang
生硬,sang ngaang
生神仙,saang san sin
生积,saang zik
生穀牛,saang guk ngau
生積,saang zik
生筋,saang gan
生米,saang mai
生粉,saang fan
生約,saang joek
生絲,saang si
生纈,saang lit
生约,saang joek
生缬,saang lit
生肉,saang juk
生育,saang juk
生育,sang juk
生育率,sang juk leot
生育能力,sang juk nang lik
生胶,saang gaau
生胶,sang gaau
生膠,saang gaau
生膠,sang gaau
生舊叉燒好過生你,saang gau caa siu hou gwo saang nei
生舊叉燒好過生你,saang gau caa siu hou gwo sang nei
生芒果,saang mong gwo
生花,saang faa
生花妙笔,sang faa miu bat
生花妙筆,sang faa miu bat
生苔,saang toi
生草药,saang cou joek
生草藥,saang cou joek
生药,saang joek
生菜,saang coi
生薑,saang goeng
生藥,saang joek
生虫,saang cung
生虱乸,saang sat naa
生虾,saang haa
生虾啖跳,saang haa daam tiu
生虾啖跳,saang haa gam tiu
生蚝,saang hou
生蛇,saang se
生蛇,sang se
生蛋,saang daan
生蝦,saang haa
生蝦噉跳,saang haa daam tiu
生蝦噉跳,saang haa gam tiu
生蝨乸,saang sat naa
生螆,saang zi
生蟲,saang cung
生蠔,saang hou
生詞,saang ci
生詞,sang ci
生詞表,sang ci biu
生词,saang ci
生词,sang ci
生词表,sang ci biu
生谷牛,saang guk ngau
生豬,saang zyu
生財工具,sang zoi gung geoi
生财工具,sang zoi gung geoi
生路,saang lou
生辰,saang san
生辰,sang san
生达,saang daat
生達,saang daat
生鉎,saang seng
生銹,saang sau
生鍟,saang seng
生鏽,saang sau
生鐵,saang tit
生铁,saang tit
生锈,saang sau
生長,sang zoeng
生长,sang zoeng
生雞,saang gai
生雞,sang gai
生雪,saang syut
生面,saang min
生願,saang jyun
生風,saang fung
生风,saang fung
生飛滋,saang fei zi
生飛螆,saang fei zi
生飞滋,saang fei zi
生飞螆,saang fei zi
生食,saang sik
生養,saang joeng
生骨大头菜,saan gwat daai tau coi
生骨大头菜,saang gwat daai tau coi
生骨大頭菜,saan gwat daai tau coi
生骨大頭菜,saang gwat daai tau coi
生鬼,saang gwai
生魚,saang jyu
生鱼,saang jyu
生鸡,saang gai
生鸡,sang gai
生鹽,saang jim
生鹽,sang jim
生麪,saang min
生龍活虎,saang lung wut fu
生龍活虎,sang lung wut fu
生龙活虎,saang lung wut fu
生龙活虎,sang lung wut fu
甠,cing
甡,san
產,caan
產品結構,caan ban git kau
産,caan
甤,jeoi
甥,sang
甥,saang
甦,sou
甧,sam
用,jung
用惯,sung gwaan
用慣,sung gwaan
用戶名,jung wu meng
用户名,jung wu meng
甩,lat
甩,seot
甩开膀子,lat hoi bong zi
甩開膀子,lat hoi bong zi
甩骹,lat gaau
甪,luk
甫,fu
甫,pou
甫士,pou si
甫士咭,pou si kaak
甫士咭,pou si kaat
甫士咭,pou si kat
甬,jung
甭,bung
甭,bat
甭,bang
甮,fung
甯,ning
田,tin
由,jau
由俭入奢易,jau gim jap ce ji
由儉入奢易,jau gim jap ce ji
由朝到晚,jau ziu dou maan
由表及里,jau biu kap leoi
甲,gaap
甲亢,gaap gong
甲状腺功能亢进,gaap zong sin gung nang gong zeon
甲狀腺功能亢進,gaap zong sin gung nang gong zeon
申,san
甴,zaat
甴,zat
电,din
电料行,din liu hong
电玩,din wun
电磁噪声,din ci cou sing
电缆调制解调器,din laam tiu zai gaai diu hei
电话冇人听,din waa mou jan teng
电话卡,din waa kaat
电话铃声,din waa ling sing
电锯,din geoi
电锯,din goe
甶,fat
男,naam
男仆,naam buk
男修道院長,naam sau dou jyun zoeng
男修道院长,naam sau dou jyun zoeng
男儿有泪不轻弹,naam ji jau leoi bat hing taan
男兒有淚不輕彈,naam ji jau leoi bat hing taan
甸,din
甸,tin
甹,ping
町,ting
町,ding
町,tin
画,waa
画,waak
画公仔,waak gung zai
画公仔唔使画出肠,waak gung zai m sai waak ceot coeng
画公仔唔驶画出肠,waak gung zai m sai waak ceot coeng
画公仔画出肠,waak gung zai waak ceot coeng
画出嚟,waak ceot lei
画则,waak zik
画则师,waak zak si
画十字,waak sap zi
画图,waak tou
画圆,waak jyun
画地为牢,waak dei wai lou
画地为狱,waak dei wai juk
画地自限,waak dei zi haan
画坏锺馗,waak waai zung kwai
画屏,waa bing
画屏,waa ping
画押,waak aat
画插图者,waak caap tou ze
画法,waak faat
画画,waak waa
画等号,waak dang hou
画耳埋墙,waak ji maai coeng
画花,waak faa
画荻教子,waak dik gaau zi
画虎不成反类犬,waak fu bat sing faan leoi hyun
画虎类犬,waak fu leoi hyun
画蛇添足,waak se tim zuk
画风,waak fung
画饼充饥,waak beng cung gei
画饼充饥,waak bing cung gei
画鬼脚,waak gwai goek
画龙点睛,waak lung dim zing
画龟,waak gwai
甼,ting
甽,zan
甽,hyun
甾,zoi
甾,zi
甿,mong
甿,man
甿,mang
畀,bei
畀利事,bei lai si
畀利事,bei lei si
畀利市,bei lai si
畀利市,bei lei si
畀卡,bei kaat
畁,bei
畂,mau
畃,seon
畄,lau
畅,coeng
畅通易达,coeng tung ji daat
畆,mau
畇,wan
畈,faan
畉,fu
畊,gaang
畋,tin
界,gaai
界画,gaai waak
界畫,gaai waak
畍,gaai
畎,hyun
畎,gyun
畏,wai
畐,fuk
畑,tin
畒,mau
畓,cyun
畔,bun
畕,goeng
畖,waa
畗,daap
畘,naam
留,lau
留声机,lau sing gei
留学生,lau hok saang
留學生,lau hok saang
留級生,lau kap saang
留级生,lau kap saang
留聲機,lau sing gei
畚,bun
畛,can
畛,zan
畜,cuk
畜生,cuk saang
畜生,cuk sang
畝,mau
畞,mau
畟,cik
畟,cak
畟,zik
畠,tin
畡,goi
畢,bat
畢業生,bat jip saang
畢業生,bat jip sang
畣,daap
畤,zi
畤,si
略,loek
畦,kwai
畧,loek
畨,faan
畩,ji
番,faan
番,pun
番,bo
番,po
番啄,faan doeng
番枧泡,faan gaan pou
番梘泡,faan gaan pou
番禺,pun jyu
番鬼婆,faan gwai bo
番鬼婆,faan gwai po
畫,waa
畫,waak
畫公仔,waak gung zai
畫公仔唔使畫出腸,waak gung zai m sai waak ceot coeng
畫公仔唔駛畫出腸,waak gung zai m sai waak ceot coeng
畫公仔畫出腸,waak gung zai waak ceot coeng
畫出嚟,waak ceot lei
畫則,waak zik
畫則師,waak zak si
畫十字,waak sap zi
畫圓,waak jyun
畫圖,waak tou
畫地爲牢,waak dei wai lou
畫地爲獄,waak dei wai juk
畫地自限,waak dei zi haan
畫壞鍾馗,waak waai zung kwai
畫屏,waa bing
畫屏,waa ping
畫押,waak aat
畫插圖者,waak caap tou ze
畫法,waak faat
畫畫,waak waa
畫等號,waak dang hou
畫耳埋牆,waak ji maai coeng
畫花,waak faa
畫荻教子,waak dik gaau zi
畫虎不成反類犬,waak fu bat sing faan leoi hyun
畫虎類犬,waak fu leoi hyun
畫蛇添足,waak se tim zuk
畫風,waak fung
畫餅充飢,waak beng cung gei
畫餅充飢,waak bing cung gei
畫鬼腳,waak gwai goek
畫龍點睛,waak lung dim zing
畫龜,waak gwai
畬,se
畬,jyu
畭,jyu
畮,mau
畯,zeon
異,ji
異口同聲,ji hau tung sing
畱,lau
畲,se
畳,dip
畴,cau
畵,waak
當,dong
當差,dong caai
當成,dong seng
當成,dong sing
當正,dong zeng
當行出色,dong hong ceot sik
畷,zyut
畸,kei
畸,gei
畸卡,ki kaa
畸畸卡卡,ki ki kaa kaa
畹,jyun
畹町,jyun ding
畺,goeng
畻,sing
畼,coeng
畽,teon
畽,dung
畾,leoi
畿,gei
畿,kei
疀,caap
疁,lau
疂,dip
疃,teon
疄,leon
疅,goeng
疆,goeng
疇,cau
疈,bik
疉,daap
疉,dip
疊,dip
疊,daap
疊水,daap seoi
疊碼仔,daap maa zai
疊馬,daap maa
疋,pat
疋,ngaa
疋,so
疌,zit
疍,daan
疎,so
疏,so
疏松,so sung
疏率,so seot
疏疏列列,so so laat laat
疏財重義,so coi zung ji
疏财重义,so coi zung ji
疐,zi
疐,dai
疑,ji
疑心生暗鬼,ji sam saang am gwai
疑心生暗鬼,ji sam sang am gwai
疒,cong
疒,nak
疒,nik
疓,naai
疔,deng
疔,ding
疕,pei
疕,bei
疖,zit
疗,liu
疘,gong
疙,gat
疙,ngat
疚,gau
疛,zau
疜,haa
疝,saan
疞,heoi
疟,joek
疠,lai
疠,laai
疡,joeng
疢,can
疣,jau
疤,baa
疥,gaai
疦,kyut
疧,kei
疧,zi
疨,haa
疨,ngaa
疩,seoi
疪,bei
疫,jik
疬,lek
疬,lik
疭,zung
疮,cong
疯,fung
疯狂,fung kong
疯狂,fung kwong
疰,zyu
疱,paau
疲,pei
疳,gam
疴,o
疴遏尿,o at niu
疵,ci
疶,sit
疷,zi
疸,taan
疸,daap
疸,daam
疸,daan
疹,can
疹,zan
疺,fat
疻,zi
疼,tang
疼,tung
疽,zeoi
疽,ceoi
疾,zat
疾,zaat
疿,fai
疿,fei
痀,jyu
痀,keoi
痁,dim
痁,sim
痂,gaa
痂,ge
痃,jyun
痃,jin
痄,zaa
病,beng
病,bing
病体,bing tai
病历卡,beng lik kaat
病歷卡,beng lik kaat
病體,bing tai
痆,laat
痆,naat
症,zing
痈,jung
痉,ging
痊,cyun
痋,cung
痋,tung
痌,tung
痍,ji
痎,gaai
痏,wai
痏,fui
痐,wui
痑,taan
痒,joeng
痓,ci
痔,zi
痕,han
痖,aa
痗,mui
痗,fui
痘,dau
痙,ging
痚,haau
痛,tung
痛哭失声,tung huk sat sing
痛哭失聲,tung huk sat sing
痛深恶绝,tung sam wu zyut
痛深惡絕,tung sam wu zyut
痜,tuk
痝,mong
痞,pei
痞,mau
痞,fau
痟,siu
痠,syun
痡,pou
痡,fu
痢,lei
痣,zi
痤,co
痥,dyut
痦,ng
痧,saa
痨,lou
痩,sau
痪,wun
痫,gaan
痫,haan
痬,jik
痭,bang
痮,zoeng
痯,gun
痰,taam
痱,fai
痱,fei
痱滋,fei zi
痲,maa
痳,maa
痳,lam
痴,ci
痴长,ci zoeng
痵,gwai
痶,din
痶床痶席,din cong din zek
痶牀痶席,din cong din zek
痷,am
痷,jip
痸,cai
痹,bei
痺,bei
痻,man
痼,gu
痽,deoi
痾,o
痾遏尿,o at niu
痿,wai
瘀,jyu
瘀青,jyu ceng
瘁,seoi
瘂,aa
瘃,zuk
瘄,cou
瘅,daan
瘅,taan
瘅,do
瘆,sam
瘇,zung
瘈,zai
瘈,kai
瘈,gai
瘉,jyu
瘊,hau
瘋,fung
瘋狂,fung kong
瘋狂,fung kwong
瘌,laat
瘍,joeng
瘎,sam
瘏,tou
瘐,jyu
瘑,gwo
瘒,wan
瘓,wun
瘔,fu
瘕,haa
瘕,gaa
瘖,jam
瘗,ji
瘗,ai
瘘,lau
瘘婄,lau bau
瘘婄,lau pau
瘙,sou
瘚,kyut
瘛,cai
瘛,kai
瘛,zai
瘜,sik
瘝,gwaan
瘞,ji
瘞,ai
瘟,wan
瘟瘟沌,wan wan dan
瘟瘟沌沌,wan wan dan dan
瘟瘟沌沌,wan wan deon deon
瘠,zek
瘠,zik
瘡,cong
瘢,baan
瘢,pun
瘣,waai
瘣,wui
瘤,lau
瘥,caai
瘥,co
瘦,sau
瘦到成条柴啖,sau dou sing tiu caai gam
瘦到成條柴噉,sau dou sing tiu caai gam
瘦田冇人耕耕开有人争,sau tin mou jan gaang gaang hoi jau jan zaang
瘦田冇人耕耕開有人爭,sau tin mou jan gaang gaang hoi jau jan zaang
瘧,joek
瘨,din
瘩,daap
瘩,daat
瘪,bit
瘫,taan
瘬,zoeng
瘭,biu
瘮,sam
瘯,cuk
瘯,zuk
瘰,lo
瘰,leoi
瘱,ji
瘱,ai
瘲,zung
瘳,cau
瘴,zoeng
瘵,zaai
瘶,sau
瘷,zek
瘸,ke
瘸,koe
瘹,diu
瘺,lau
瘻,lau
瘻婄,lau bau
瘼,mok
瘽,gan
瘽,kan
瘾,jan
瘿,jing
癀,wong
癁,fuk
療,liu
癃,lung
癄,ciu
癅,lau
癆,lou
癇,gaan
癇,haan
癈,fai
癉,daan
癉,taan
癉,do
癊,jam
癋,hok
癌,ngaam
癍,baan
癎,gaan
癎,haan
癏,gwaan
癐,gui
癐,wai
癑,nung
癒,jyu
癓,mei
癔,ji
癕,jung
癖,pik
癗,leoi
癘,lai
癘,laai
癙,syu
癚,daam
癛,lam
癜,din
癝,lam
癞,laai
癞,laat
癞痢,laat lei
癞蛤蟆想食天鹅肉,laai haa mou soeng sik tin ngo juk
癟,bit
癠,zai
癠,cai
癠,zik
癡,ci
癡長,ci zoeng
癢,joeng
癣,sin
癤,zit
癥,zing
癦,mak
癧,lek
癧,lik
癨,fok
癩,laai
癩,laat
癩痢,laat lei
癩蛤蟆想食天鵝肉,laai haa mou soeng sik tin ngo juk
癪,zik
癫,din
癬,sin
癭,jing
癮,jan
癯,keoi
癰,jung
癱,taan
癲,din
癳,lo
癴,lyun
癵,lyun
癶,but
癷,gon
癸,gwai
癹,bat
発,faat
登,dang
登峯造極,dang fung cou gik
登峯造極,dang fung zou gik
登峰造极,dang fung cou gik
登峰造极,dang fung zou gik
登記名,dang gei meng
登记名,dang gei meng
發,faat
發,but
發,fat
發個豬頭,faat gwo zyu tau
發喑話,faat ngam waa
發噓聲,faat hoe seng
發夢都諗唔到,faat mung dou lam m dou
發憷,faat co
發抆憎,faat mang zang
發泡,faat pou
發焮,faat hing
發狂,faat kong
發狂,faat kwong
發睏,faat kwan
發行人,faat hong jan
發行備忘錄,faat hong bei mong luk
發酵,faat gaau
發酵,faat haau
發青光,faat ceng gwong
白,baak
白䱽,baak coeng
白䱽,baak cong
白䲝,baak coeng
白䲝,baak cong
白净,baak zeng
白净,baak zing
白卡,baak kaat
白头鹎,baak tau pat
白居易,baak geoi ji
白居易,baak geoi jik
白扯淡,baak ce daam
白淨,baak zeng
白淨,baak zing
白紙黑字,baak zi haak zi
白紙黑字,baak zi hak zi
白纸黑字,baak zi haak zi
白纸黑字,baak zi hak zi
白腰朱頂雀,baak jiu zyu deng zoek
白腰朱顶雀,baak jiu zyu deng zoek
白腰鵲鴝,baak jiu zoek keoi
白腰鹊鸲,baak jiu zoek keoi
白蛇传,baak se zyun
白蛇傳,baak se zyun
白行一趟,baak haang jat tong
白里透红,baak leoi tau hung
白頂溪鴝,baak deng kai keoi
白頂玄鷗,baak deng jyun au
白頂鵐,baak deng mou
白頂鵖,baak deng gip
白領,baak leng
白領,baak ling
白領八哥,baak ling baat go
白領翡翠,baak ling fei ceoi
白領階級,baak ling gaai kap
白領鳳鶥,baak ling fung mei
白頭鵯,baak tau pat
白顶溪鸲,baak deng kai keoi
白顶玄鸥,baak deng jyun au
白顶鵖,baak deng gip
白顶鹀,baak deng mou
白领,baak leng
白领,baak ling
白领八哥,baak ling baat go
白领凤鹛,baak ling fung mei
白领翡翠,baak ling fei ceoi
白领阶级,baak ling gaai kap
白鶺鴒,baak zek ling
白鹡鸰,baak zek ling
百,baak
百,mak
百夫長,baak fu zoeng
百夫长,baak fu zoeng
百年好合,baak nin hou hap
百废具兴,baak fai keoi hing
百度一下,baak dok jat haa
百廢具興,baak fai keoi hing
百弹斋主,baak taan zaai zyu
百彈齋主,baak taan zaai zyu
百病丛生,baak bing cung sang
百病叢生,baak bing cung sang
百足,baak zok
百足,baak zuk
百足之虫死而不僵,baak zuk zi cung sei ji bat goeng
百足之蟲死而不僵,baak zuk zi cung sei ji bat goeng
百足咁多爪,baak zuk gam do zaau
百里挑一,baak leoi tiu jat
癿,gaa
癿,ke
皀,gwai
皁,zou
皂,zou
皃,maau
的,dik
的呢,dik ne
皅,paa
皆,gaai
皇,wong
皇家加勒比海游轮公司,wong gaa gaa lak bei hoi jau leon gung si
皇家加勒比海遊輪公司,wong gaa gaa lak bei hoi jau leon gung si
皈,gwai
皉,ci
皊,ling
皋,gou
皌,mut
皍,zik
皎,gaau
皎皎者易污,gaau gaau ze ji wu
皏,pang
皐,gou
皑,ngoi
皑,ji
皒,ngo
皓,hou
皓,gou
皔,hon
皕,bik
皕,bat
皖,wun
皗,cau
皘,sin
皙,sik
皚,ngoi
皚,ji
皛,jiu
皛,kiu
皜,hou
皝,fong
皞,hou
皟,caak
皠,ceoi
皡,hou
皢,hiu
皣,jip
皤,po
皥,hou
皦,giu
皦,gaau
皧,oi
皨,sing
皩,fong
皪,lik
皫,piu
皬,hok
皭,ziu
皭,zoek
皮,pei
皮划艇,pei waak teng
皮卡,pei kaat
皮卡尔,pei kaa ji
皮卡爾,pei kaa ji
皮埃尔,pei oi ji
皮埃爾,pei oi ji
皮袄,pei ngou
皮襖,pei ngou
皯,gon
皰,paau
皱,zau
皱折,zau zip
皱折,zau zit
皱掹掹,caau mang mang
皱掹掹,zau maang maang
皱皮,caau pei
皱皮掹鸡,caau pei mang gai
皲,gwan
皳,kau
皴,ceon
皴,seon
皵,coek
皵,cik
皶,zaa
皷,gu
皸,gwan
皹,gwan
皺,zau
皺掹掹,caau mang mang
皺掹掹,zau maang maang
皺皮,caau pei
皺皮掹雞,caau pei mang gai
皻,zaa
皼,gu
皽,zin
皾,duk
皿,ming
盀,hei
盁,jing
盂,jyu
盃,bui
盄,diu
盄,suk
盅,zung
盆,pun
盇,hap
盈,jing
盉,wo
益,jik
益胃生津,jik wai saang zeon
盋,but
盌,wun
盍,hap
盎,on
盎,ong
盎然,ong jin
盏,zaan
盐,jim
监,gaam
监察院长,gaam caat jyun zoeng
监平卖,gaam peng maai
监平监贱,gaam peng gaam zin
监测器,gaam cak hei
监生,gaam saang
监生,gaam sang
盒,hap
盒,haap
盓,jyu
盓,wu
盔,kwai
盕,faan
盖,goi
盖,koi
盖,gap
盖,hap
盖世,koi sai
盖棺,koi gun
盖棺定论,goi gun ding leon
盖棺论定,goi gun leon ding
盗,dou
盘,pun
盘坐,pun co
盘坐,pun zo
盙,fu
盚,kau
盛,sing
盜,dou
盝,luk
盞,zaan
盟,mang
盟,maang
盠,lai
盡,zeon
盢,gwik
監,gaam
監人勑厚,gaam jan laai hau
監察院長,gaam caat jyun zoeng
監平監賤,gaam peng gaam zin
監平賣,gaam peng maai
監測器,gaam cak hei
監生,gaam saang
監生,gaam sang
盤,pun
盤坐,pun co
盤坐,pun zo
盥,gun
盥,fun
盦,am
盧,lou
盧,leoi
盧塞恩,lou coi jan
盨,so
盨,seoi
盩,zau
盪,dong
盪,tong
盫,am
盬,gu
盭,lai
盭,leoi
目,muk
目下十行,muk haa sap hong
目及,muk gap
目眦,muk zi
目睁口呆,muk zaang hau ngoi
目睜口呆,muk zaang hau ngoi
目瞪瞪地,muk dang dang dei
盯,deng
盯,ding
盯市,ding si
盯梢,ding saau
盯視,ding si
盯视,ding si
盰,gon
盱,heoi
盲,maang
盲塞,mang sak
盲桩桩,maang zung zung
盲樁樁,maang zung zung
盲竉,mang lung
盲鰽,maang cou
盲鼻,mang bei
盳,maang
盳,mong
直,zik
直率,zik seot
直眉瞪眼,zik mei cing ngaan
直行,zik haang
直行,zik hang
直身裙,zik san gwan
直身裙,zik san kwan
盵,hei
盶,jyun
盷,jyun
相,soeng
相声,soeng sing
相对而坐,soeng deoi ji co
相對而坐,soeng deoi ji co
相恶,soeng wu
相惡,soeng wu
相碰撞,soeng pung cong
相聲,soeng sing
相輔相成,soeng fu soeng cing
相輔相成,soeng fu soeng sing
相辅相成,soeng fu soeng cing
相辅相成,soeng fu soeng sing
相長,soeng zoeng
相长,soeng zoeng
盹,deon
盹,zeon
盺,jan
盻,hai
盻,paan
盼,paan
盽,fung
盾,teon
盾,seon
盿,man
眀,ming
省,saang
省,sing
省亲,sing can
省城,saang seng
省城,saang sing
省察,sing caat
省悟,sing ng
省視,sing si
省親,sing can
省视,sing si
省起,sing hei
省長,saang zoeng
省长,saang zoeng
眂,si
眃,wan
眄,min
眅,paan
眆,fong
眇,miu
眈,daam
眉,mei
眉毛胡子一把抓,mei mou wu zi jat baa zaa
眉毛鬍子一把抓,mei mou wu zi jat baa zaa
眉精眼企,mei zeng ngaan kei
眉精眼企,mei zing ngaan kei
眊,mou
看,hon
県,jyun
眍,kau
眎,si
眏,ong
眐,zing
眑,jiu
眒,san
眓,kut
眔,daap
眕,can
眕,zan
眖,fong
眗,geoi
眘,san
眙,ji
眙,ci
眚,saang
眛,mui
眛水銅人,mei seoi tung jan
眛水铜人,mei seoi tung jan
眛鏡,mei geng
眛镜,mei geng
眜,mit
眜,mut
眝,cyu
眞,zan
真,zan
真声,zan sing
真巧,zan kiu
真率,zan seot
真番郡,zan pun gwan
真聲,zan sing
真金不怕紅爐火,zan gam bat paa gung lou fo
真金不怕红炉火,zan gam bat paa gung lou fo
眠,min
眡,si
眢,jyun
眣,dit
眤,lik
眤,nik
眥,zaai
眥,zi
眥,zai
眦,zaai
眦,zi
眦,zai
眧,ciu
眨,zaam
眨,zaap
眩,jyun
眩,waan
眪,bing
眫,mai
眬,lung
眭,seoi
眮,tung
眯,mei
眯,mi
眯,mai
眯眼,mai ngaan
眰,dit
眱,ji
眲,ngaak
眲,ngak
眲,nik
眲,nei
眳,ming
眴,seon
眴,hyun
眴,jyun
眵,ci
眶,kwaang
眶,hong
眷,gyun
眸,mau
眹,zan
眹,zam
眺,tiu
眻,joeng
眼,ngaan
眼啤啤,ngaan be be
眼困,ngaan fan
眼困,ngaan han
眼核,ngaan wat
眼生,ngaan saang
眼眶,ngaan hong
眼眶,ngaan kwaang
眼睑,ngaan gim
眼睑,ngaan lim
眼睛生响头顶,ngaan zing saang hoeng tau deng
