ch,wuu-sh,wuu-sz
痰,de,de
痱,be,be
痱,fi,fi
痲,mo,mo
痳,mo,mo
痴,tshy,tshyu
痴呆,tshy te,tshyu te
痹,bi,bi
痺,bi,bi
痼,ku,kou
痿,ue,ue
瘀,iu,iu
瘀,yu,iu
瘁,tshoe,tshe
瘁,tshoe,ze
瘃,tsoq,tsoq
瘅,te,te
瘆,sen,sen
瘊,gheu,gheu
瘋,fon,fon
瘌,laq,laeq
瘍,yan,yan
瘏,du,dou
瘐,yu,yu
瘓,huoe,huoe
瘕,cia,cia
瘕,gha,gha
瘖,in,in
瘗,i,i
瘘,leu,leu
瘙,sau,sau
瘛,tshy,tshyu
瘝,kue,kue
瘞,i,i
瘟,uen,uen
瘠,tsiq,tsiq
瘡,tshaon,tshaon
瘢,pe,pe
瘤,lieu,leu
瘥,tsha,tsha
瘥,zu,zou
瘦,seu,seu
瘧,ngoq,gniaq
瘧,gniaq,gniaq
瘧,ngoq,ngoq
瘧疾,gniaq ziq,gniaq ziq
瘧蚊,gniaq men,gniaq ven
瘩,taq,taeq
瘪,piq,piq
瘫,the,the
瘭,piau,piau
瘮,sen,sen
瘯,tshoq,tshoq
瘰,lu,lou
瘲,tson,tson
瘳,tsheu,tsheu
瘴,tsaon,tsan
瘵,tsa,tsa
瘸,jioq,jioq
瘸,jiuq,jiuq
瘺,leu,leu
瘻,leu,leu
瘼,moq,moq
瘾,in,in
瘾,in,gnie
瘿,in,in
癀,waon,waon
療,liau,liau
癃,lon,lon
癆,lau,lau
癇,yi,ye
癇,ghe,ye
癉,te,te
癌,nge,nge
癍,pe,pe
癒,yu,yu
癔,i,i
癖,phiq,phiq
癗,le,le
癘,la,li
癘,li,li
癜,ti,tie
癞,la,le
癞,la,la
癞,le,le
癟,piq,piq
癡,tshy,tshyu
癡呆,tshy te,tshyu te
癢,yan,yan
癣,si,sie
癤,tsiq,tsiq
癥,tsen,tsen
癧,liq,liq
癧,li,li
癩,la,le
癩,la,la
癩,le,le
癫,ti,tie
癬,si,sie
癭,in,in
癮,in,in
癮,in,gnie
癯,jiu,jiu
癰,ion,ion
癱,the,the
癲,ti,tie
癶,peq,peq
癸,gue,gue
癸,kue,kue
登,ten,ten
發,faq,faeq
發行,faq ghan,faeq ghan
發行,faq yin,faeq yin
白,baq,beq
白,phaq,baq
白,beq,beq
百,paq,paq
百,peq,peq
百花生日,paq ho san gniq,paq ho san zeq
癿,ga,ga
皁,zau,zau
皂,zau,zau
皃,mau,mau
的,tiq,tiq
皆,cia,cia
皇,waon,waon
皈,kue,kue
皋,kau,kau
皎,ciau,ciau
皑,nge,nge
皓,ghau,ghau
皕,piq,piq
皖,uoe,uoe
皙,siq,siq
皚,nge,nge
皛,ciau,ciau
皞,ghau,ghau
皤,bu,bu
皦,ciau,ciau
皭,ziaq,ziaq
皮,bi,bi
皰,phau,phau
皱,tseu,tseu
皲,cion,ciun
皲,ciun,ciun
皴,tshen,tshen
皵,tshiaq,tshiaq
皸,cion,ciun
皸,ciun,ciun
皺,tseu,tseu
皿,min,min
盂,yu,yu
盂,yu,iu
盃,pe,pe
盅,tson,tson
盆,ben,ben
盈,yin,yin
盉,wu,ghou
益,iq,iq
盍,gheq,gheq
盎,aon,aon
盏,tse,tse
盐,yi,ye
盐分,yi ven,ye ven
监,ke,ke
监,ci,cie
监,cie,cie
盒,ghaq,ghaeq
盒,gheq,gheq
盔,khue,khue
盖,ke,ke
盗,dau,dau
盘,boe,boe
盚,jieu,jieu
盛,zen,zen
盛,zan,zan
盜,dau,dau
盝,loq,loq
盞,tse,tse
盟,men,men
盟,men,ben
盡,zin,zin
盡,tsin,tsin
監,ke,ke
監,ci,cie
監,cie,cie
盤,boe,boe
盥,kuoe,kuoe
盦,eq,eq
盧,lu,lou
盩,tseu,tseu
盪,daon,daon
盪嘴巴,daon tsy po,daon tsyu po
目,moq,moq
目,moq,maq
盯,tin,tin
盱,shiu,shiu
盲,maon,maon
直,zeq,zeq
直率,zeq se,zeq se
盷,di,die
盷,yi,ye
相,sian,sian
相呆,sian te,sian te
盹,ten,ten
盼,phe,phe
盾,den,den
省,san,san
省,sin,sin
省,sen,san
省,sen,sen
省長,san tsan,san tsan
省长,san tsan,san tsan
眄,mi,mie
眇,miau,miau
眈,te,te
眉,mi,me
眉,mi,mi
眉,me,me
眊,mau,mau
看,khoe,khoe
看,khe,khoe
看个,khoe ku,khoe keq
看个人,khoe gheq gnin,khoe keq zen
看個,khoe ku,khoe kou
看個人,khoe gheq gnin,khoe keq zen
看吗,khoe ma,khoe ma
看嗎,khoe ma,khoe ma
看更,khoe kan,khoe ken
眍,kheu,kheu
眓,huaq,huaeq
眗,kheu,kheu
眙,tshy,tshyu
眙,yi,ye
眚,sin,san
眞,tsen,tsen
真,tsen,tsen
真个,tsen gheq,tsen keq
真个,tsen ku,tsen keq
真率,tsen se,tsen se
真生活,tsen san weq,tsen san weq
眠,mi,mie
眢,ioe,ioe
眥,tsy,tsy
眦,tsy,tsy
眨,saq,tsaeq
眨,tsaq,tsaeq
眩,yoe,yoe
眩,yi,ye
眬,lon,lon
眭,soe,soe
眯,mi,mi
眴,shioe,shioe
眵,tshy,tshyu
眵,tshy,tshy
眶,khuaon,khuaon
眷,cioe,cioe
眸,meu,meu
眺,thiau,thiau
眼,nge,nge
眼,yi,ye
眼生,nge san,nge san
眾,tson,tson
着,zaq,zaq
着,tsaq,tsaq
着棋,tsaq ji,tsaq ji
着衣裳,tsaq i zaon,tsaq i zaon
着衣鏡,tsaq i cin,tsaq i cin
着衣镜,tsaq i cin,tsaq i cin
着连裆裤,tsaq li taon khu,tsaq lie taon khou
着連襠褲,tsaq li taon khu,tsaq lie taon khou
睁,tsan,tsen
睁,tsen,tsen
睁,tsen,tsan
睃,su,sou
睄,sau,sau
睇,di,di
睍,yi,ye
睎,shi,shi
睏,khuen,khuen
睏晏覺,khuen e kau,khuen e ciau
睏覺,khuen kau,khuen ciau
睐,le,le
睑,ci,cie
睚,nga,nga
睚,ia,ia
睛,tsin,tsin
睜,tsan,tsen
睜,tsen,tsen
睜,tsen,tsan
睞,le,le
睡,zoe,ze
睢,soe,se
督,toq,toq
睥,phi,phi
睦,moq,moq
睨,gni,gni
睩,loq,loq
睪,yiq,yiq
睫,ziq,ziq
睬,tshe,tshe
睱,shia,io
睹,tu,tou
睽,gue,gue
睽,khue,khue
睾,kau,kau
睾,yiq,yiq
睿,zoe,ze
瞀,meu,meu
瞄,miau,miau
瞄一眼,miau iq nge,miau iq nge
瞅,tsheu,tsheu
瞇,mi,mi
瞈,on,on
瞋,tshen,tshen
瞌,kheq,kheq
瞍,seu,seu
瞎,haq,haeq
瞐,moq,moq
瞑,min,min
瞒,moe,moe
瞖,i,i
瞘,kheu,kheu
瞞,moe,moe
瞟,phiau,phiau
瞠,tshen,tshen
瞡,kue,kue
瞢,mon,mon
瞥,phiq,phiq
瞧,jiau,jiau
瞧,ziau,ziau
瞩,tsoq,tsoq
瞪,ten,ten
瞫,sen,sen
瞬,sen,sen
瞭,liau,liau
瞰,khoe,khoe
瞰,khe,khoe
瞳,don,don
瞵,lin,lin
瞷,ghe,ghe
瞻,tsoe,tsoe
瞼,ci,cie
瞽,ku,kou
瞿,jiu,jiu
矇,mon,mon
矌,kuaq,kuaeq
矍,cioq,ciuq
矍,cioq,cioq
矓,lon,lon
矔,kue,kue
矗,tshoq,tshoq
矚,tsoq,tsoq
矛,meu,mau
矛,mau,mau
矛,mau,meu
矜,cin,cin
矞,cioq,ciuq
矞,ciuq,ciuq
矞,shioq,shioq
矞,shiuq,shioq
矞,yoq,yuq
矞,yuq,yuq
矢,sy,syu
矣,yi,yi
知,tsy,tsyu
知行,tsy ghaon,tsyu ghaon
矧,sen,sen
矩,ciu,ciu
矫,ciau,ciau
矬,zu,zou
短,toe,toe
矮,a,a
矮仔,a tse,a tse
矮仔,a tsy,a tsy
矯,ciau,ciau
矰,tsen,tsen
石,zaq,zaq
石,te,te
石,zeq,zeq
矴,din,din
矴,tin,tin
矶,ci,ci
矸,koe,koe
矻,khueq,khueq
矼,kaon,kaon
矼,khaon,khaon
矼,khon,khon
矽,ziq,ziq
矽,ziq,kue
矾,ve,ve
矿,khuaon,khuaon
矿长,khuaon tsan,khuaon tsan
砀,daon,daon
码,mo,mo
砂,so,so
砂,sa,so
砄,cioq,ciuq
砄,ciuq,ciuq
砆,fu,fu
砉,huaq,huaeq
砉,shioq,shioq
砉,shiuq,shioq
砊,khaon,khaon
砌,tshi,tshi
砍,khe,khoe
砑,nga,nga
砑,nka,nga
砒,phi,phi
研,gni,gnie
研究个,gni cieu gheq,gnie cieu keq
研究生,gni cieu san,gnie cieu san
砖,tsoe,tsoe
砗,tsho,tsho
砘,den,den
砚,gni,gnie
砜,fon,fon
砝,faq,faeq
砟,zoq,zoq
砠,tsiu,tsi
砣,du,dou
砥,ti,ti
砦,za,za
砧,tsen,tsen
砫,tsy,tsyu
砬,liq,liq
砭,pi,pie
砮,nu,nou
砰,phen,phen
砲,phau,phau
破,phu,phu
破,pha,phu
砵,peq,peq
砷,sen,sen
砸,zaq,zaeq
砹,nge,nge
砺,li,li
砻,lon,lon
砼,don,don
砾,liq,liq
础,tshu,tshou
硁,khan,khan
硁,khen,khen
硃,tsy,tsyu
硅,kue,kue
硇,nau,nau
硊,kue,kue
硌,kaq,kaq
硌,loq,loq
硌,gaq,loq
硌脚,loq ciaq,loq ciaq
硌腳,loq ciaq,loq ciaq
硍,khen,khen
硎,yin,yin
硐,don,don
硒,si,si
硔,ghon,ghon
硕,zaq,zaq
硕,soq,soq
硕,zeq,zeq
硕大,zaq du,zaq dou
硖,ghaq,ghaeq
硗,chiau,chiau
硙,gni,gni
硙,nge,nge
硚,jiau,jiau
硜,khan,khan
硜,khen,khen
硝,siau,siau
硤,ghaq,ghaeq
硨,tsho,tsho
硪,ngu,ngou
硫,lieu,leu
硬,ngan,ngan
硬仗,ngan tsan,ngan tsan
硭,maon,maon
确,chiaq,chiaq
确,chioq,chiuq
确,chiuq,chiuq
确,chioq,chioq
硯,gni,gnie
硶,tshen,tshen
硷,ke,ke
硼,ban,ban
硿,khon,khon
碁,ji,ji
碃,tshin,tshin
碇,din,din
碈,min,min
碉,tiau,tiau
碌,loq,loq
碍,nge,nge
碎,se,se
碎,soe,se
碏,tshiaq,tshiaq
碑,pe,pe
碓,te,te
碕,ji,ji
碗,uoe,uoe
碘,ti,tie
碚,be,be
碛,tshiq,tshiq
碜,tshen,tshen
碞,nge,nge
碟,diq,diq
碡,zoq,zoq
碣,jiq,jiq
碣,iaq,jiq
碥,pi,pie
碧,piq,piq
碧綠生清,piq loq san tshin,piq loq san tshin
碧綠生青,piq loq san tshin,piq loq san tshin
碧绿生清,piq loq san tshin,piq loq san tshin
碧绿生青,piq loq san tshin,piq loq san tshin
碨,ue,ue
碩,zaq,zaq
碩,soq,soq
碩,zeq,zeq
碩大,zaq du,zaq dou
碫,toe,toe
碭,daon,daon
碰,ban,ban
碰,phan,phan
碱,ke,ke
碱,ci,cie
碲,ti,ti
碳,the,the
碴,za,za
碶,chi,chi
碸,fon,fon
碹,shioe,shioe
確,chioq,chiuq
確,chiuq,chiuq
確,chioq,chioq
碼,mo,mo
碾,gni,gnie
磁,zy,zy
磅,paon,paon
磅,baon,baon
磆,waq,waeq
磇,phi,phi
磈,khue,khue
磉,saon,saon
磊,le,le
磋,tshu,tshou
磏,li,lie
磐,boe,boe
磑,gni,gni
磑,nge,nge
磔,tsaq,tsaeq
磕,kheq,kheq
磙,kuen,kuen
磚,tsoe,tsoe
磜,tshi,tshi
磡,khe,khe
磣,tshen,tshen
磧,tshiq,tshiq
磨,mu,mo
磨,mo,mo
磬,chin,chin
磯,ci,ci
磲,jiu,jiu
磴,ten,ten
磷,lin,lin
磸,din,din
磹,di,die
磺,waon,waon
磻,boe,boe
磻,pu,pu
磽,chiau,chiau
礁,tsiau,tsiau
礄,jiau,jiau
礅,ten,ten
礆,ke,ke
礌,le,le
礎,tshu,tshou
礐,ghoq,ghoq
礐,khoq,khoq
礓,cian,cian
礙,nge,nge
礞,mon,mon
礤,tshaq,tshaeq
礦,khuaon,khuaon
礦長,khuaon tsan,khuaon tsan
礧,le,le
礪,li,li
礫,liq,liq
礬,ve,ve
礮,phau,phau
礱,lon,lon
礳,mu,mo
礴,boq,boq
礵,saon,saon
示,zy,zyu
礻,zy,zyu
礼,li,li
礼乐,li yaq,li yaq
社,zo,zo
社,zo,zeu
社長,zo tsan,zo tsan
社长,zo tsan,zo tsan
祀,zy,zy
祁,ji,ji
祂,tha,tha
祃,mo,mo
祆,shi,shie
祇,ji,ji
祈,ji,ji
祈望,ji waon,ji maon
祉,tsy,tsyu
祋,te,te
祎,i,i
祏,zaq,zaq
祐,yeu,yeu
祓,feq,feq
祕,pi,pi
祖,tsu,tsou
祗,tsy,tsyu
祘,soe,soe
祚,zu,zou
祛,chiu,chiu
祜,wu,ghou
祝,tsoq,tsoq
神,zen,zen
神妖鬼怪,zen iau ciu kua,zen iau ciu kua
祟,soe,se
祠,zy,zy
祡,za,ze
祢,gni,gni
祢,ni,ni
祢,mi,mi
祥,zian,zian
祧,thiau,thiau
票,phiau,phiau
祭,tsi,tsi
祯,tsen,tsen
祲,tsin,tsin
祷,tau,tau
祷,dau,dau
祸,wu,ghou
祺,ji,ji
祼,kuoe,kuoe
祾,lin,lin
祿,loq,loq
禀,pin,pin
禁,cin,cin
禄,loq,loq
禅,zoe,zoe
禊,yi,yi
禋,in,in
禍,wu,ghou
禎,tsen,tsen
福,foq,foq
禒,si,sie
禔,tsy,tsyu
禕,i,i
禘,di,di
禚,tsaq,tsaeq
禛,tsen,tsen
禡,mo,mo
禤,shioe,shioe
禦,gniu,gniu
禧,shi,shi
禪,zoe,zoe
禮,li,li
禮樂,li yaq,li yaq
禰,gni,gni
禰,mi,mi
禱,tau,tau
禱,dau,dau
禳,gnian,zan
禹,yu,yu
禹,yoq,ioq
禹,yuq,yuq
禺,gniu,gniu
离,li,li
离伊,li i,li i
禽,jin,jin
禾,wu,ghou
禿,theq,thoq
秀,sieu,seu
私,sy,sy
私拿,sy na,sy na
秃,theq,thoq
秆,koe,koe
秈,si,sie
秉,pin,pin
秋,tshieu,tsheu
种,tson,tson
种,zon,zon
科,khu,khou
科長,khu tsan,khou tsan
科长,khu tsan,khou tsan
秒,miau,miau
秕,pi,pi
秘,pi,pi
秘,mi,mi
秚,boe,boe
租,tsu,tsou
秣,meq,meq
秤,tshen,tshen
秦,zin,zin
秧,ian,ian
秩,zeq,zeq
秫,zeq,zeq
秬,jiu,jiu
秭,tsy,tsy
积,tsiq,tsiq
称,tshen,tshen
秸,ciq,ciq
移,yi,yi
移行,yi ghaon,yi ghaon
移行,yi yin,yi yin
秽,hue,hue
秽,we,we
秽,ue,ue
秾,gnion,gnion
稀,shi,shi
稂,laon,laon
稃,fu,fu
稅,soe,se
稆,liu,li
稈,koe,koe
程,zen,zen
稌,du,dou
稌,zy,zyu
稍,sau,sau
税,soe,se
稑,loq,loq
稔,gnin,zen
稔,zen,zen
稕,tsen,tsen
稗,ba,ba
稗,ba,be
稙,tseq,tseq
稚,zy,zyu
稜,len,len
稝,man,man
稞,khu,khou
稟,pin,pin
稠,zeu,zeu
稣,su,sou
種,tson,tson
稱,tshen,tshen
稳,uen,uen
稳拿,uen na,uen na
稷,tsiq,tsiq
稹,tsen,tsen
稻,dau,dau
稼,cia,cia
稼,ka,ka
稽,ci,ci
稾,kau,kau
稿,kau,kau
穀,koq,koq
穂,zy,zyu
穂,zoe,ze
穄,tsi,tsi
穆,moq,moq
穇,se,se
穇,tshen,tshen
穇,tshoe,tshoe
穋,loq,loq
穌,su,sou
積,tsiq,tsiq
穎,yin,yin
穑,seq,seq
穗,zoe,zoe
穙,boq,boq
穜,don,don
穜,tson,tson
穟,zoe,ze
穠,gnion,gnion
穡,seq,seq
穢,hue,hue
穢,we,we
穢,ue,ue
穧,tsi,tsi
穩,uen,uen
穩拿,uen na,uen na
穫,weq,weq
穫,ghoq,weq
穰,gnian,zan
穴,yoq,yuq
穴,yuq,yuq
究,cieu,cieu
穷,jion,jion
穷日,jion zeq,jion zeq
穷死极想,jion si jiq sian,jion sy jiq sian
穷鬼,jion kue,jion kue
穸,ziq,ziq
穹,chion,chion
穹,jion,jion
穹,chion,tshon
空,khon,khon
穽,zin,zin
穿,tshoe,tshoe
穿孝,tshoe hau,tshoe hau
穿行,tshoe ghaon,tshoe ghaon
穿行,tshoe yin,tshoe yin
窀,tsen,tsen
突,deq,deq
窃,tshiq,tshiq
窄,tsaq,tsaeq
窅,iau,iau
窈,iau,iau
窊,ua,ua
窍,chiau,chiau
窎,tiau,tiau
窑,yau,yau
窒,tseq,tseq
窕,diau,diau
窖,ciau,ciau
窖,kau,kau
窗,tshaon,tshaon
窘,cion,ciun
窘,ciun,ciun
窘况,cion khuaon,ciun khuaon
窘况,ciun khuaon,ciun khuaon
窘況,cion khuaon,ciun khuaon
窘況,ciun khuaon,ciun khuaon
窜,tshoe,tshoe
窝,u,ou
窝家,u cia,ou cia
窟,khoq,khoq
窟,khueq,khueq
窠,khu,khou
窣,seq,seq
窥,khue,khue
窦,deu,deu
窨,in,in
窨,shion,shiun
窨,shiun,shiun
窩,u,ou
窩家,u cia,ou cia
窪,ua,ua
窪,o,o
窬,yu,yu
窭,jiu,jiu
窮,jion,jion
窮日,jion zeq,jion zeq
窮死極想,jion si jiq sian,jion sy jiq sian
窮鬼,jion kue,jion kue
窯,yau,yau
窳,yu,yu
窵,tiau,tiau
窶,jiu,jiu
窸,siq,siq
窺,khue,khue
窾,khue,khue
窾,khuoe,khuoe
窿,lon,lon
竄,tshoe,tshoe
竅,chiau,chiau
竇,deu,deu
竈,tsau,tsau
竈披間,tsau phi ke,tsau phi ke
竈間,tsau ke,tsau ke
竈頭間,tsau deu ke,tsau deu ke
竊,tshiq,tshiq
立,liq,liq
立交,liq kau,liq ciau
竑,ghon,ghon
竖,zy,zyu
竖,sy,syu
竘,chiu,chiu
竘,kheu,kheu
站,ze,ze
站長,ze tsan,ze tsan
站长,ze tsan,ze tsan
竝,bin,bin
竞,jin,jin
竞,cin,cin
竟,cin,cin
竟日,cin zeq,cin zeq
章,tsaon,tsan
章,tsaon,tsaon
竣,tsin,tsin
竣,tsiun,tsin
童,don,don
竦,son,son
竫,zin,zin
竭,jiq,jiq
端,toe,toe
端午,toe ng,toe ng
竳,ten,ten
竵,hua,hua
競,jin,jin
競,cin,cin
竹,tsoq,tsoq
竺,tsoq,tsoq
竽,yu,yu
竽,yu,iu
竿,koe,koe
笃,toq,toq
笄,ci,ci
笆,pa,po
笆,po,po
笈,jiq,jiq
笊,tsa,tsa
笊,tsau,tsau
笋,sen,sen
笏,hueq,hueq
笑,siau,siau
笔,piq,piq
笔笃生青,piq toq san tshin,piq toq san tshin
笕,ci,cie
笙,sen,sen
笙,sen,san
笛,diq,diq
笞,tshy,tshyu
笠,liq,liq
笡,tshia,tshia
笣,pau,pau
笤,diau,diau
笥,sy,sy
符,vu,vu
笨,ben,ben
笪,taq,taeq
笫,tsy,tsyu
第,di,di
第二只,di gni tsaq,di gni tsaq
笮,tsaq,tsaeq
笯,nu,nou
笱,keu,keu
笳,cia,cia
笳,ka,cia
笳,ka,ga
笳,ka,jia
笸,phu,phu
笺,tsi,tsie
笺,tshi,tshie
笼,lon,lon
笾,pi,pie
筀,kue,kue
筅,si,sie
筆,piq,piq
筆篤生青,piq toq san tshin,piq toq san tshin
筇,jion,jion
等,ten,ten
等死,ten si,ten sy
筋,cin,cin
筌,tshi,tshie
筍,sen,sen
筏,vaq,vaeq
筐,khuaon,khuaon
筑,tsoq,tsoq
筒,don,don
答,taq,taeq
答,taq,teq
策,tshaq,tshaq
策,tsheq,tsheq
筘,kheu,kheu
筚,piq,piq
筛,sa,so
筛,sy,sy
筛,sa,sa
筜,taon,taon
筝,tsen,tsen
筠,yon,yun
筠,yun,yun
筢,bo,bo
筤,laon,laon
筥,ciu,ciu
筧,ci,cie
筭,soe,soe
筮,zy,zyu
筱,siau,siau
筲,sau,sau
筴,kaq,kaeq
筴,kaq,ciq
筵,yi,ye
筶,kau,kau
筷,khua,khua
筷,khue,khue
筹,zeu,zeu
筻,kan,ken
筼,yon,yun
筼,yun,yun
签,tshi,tshie
筿,siau,siau
简,ci,cie
简易,ci i,cie i
箅,pi,pi
箇,geq,geq
箇,ku,kou
箉,da,da
箋,tsi,tsie
箋,tshi,tshie
箍,ku,kou
箏,tsen,tsen
箐,tshin,tshin
箐,tsin,tsin
箑,saq,saeq
箒,tseu,tseu
箓,loq,loq
箔,boq,boq
箕,ci,ci
箖,lin,lin
算,soe,soe
箘,cion,ciun
箘,ciun,ciun
箘,jion,jiun
箘,jiun,jiun
箚,tsaq,tsaeq
箜,khon,khon
箝,ji,jie
管,kuoe,kuoe
管个,kuoe gheq,kuoe keq
管乐,kuoe yaq,kuoe yaq
管樂,kuoe yaq,kuoe yaq
箢,ioe,ioe
箦,tseq,tseq
箧,chiaq,chiq
箧,chiq,chiq
箨,thoq,thoq
箩,lu,lou
箪,te,te
箫,siau,siau
箬,gniaq,gniaq
箭,tsi,tsie
箱,sian,sian
箴,tsen,tsen
箸,zy,zyu
節,tsiq,tsiq
節日,tsiq zeq,tsiq zeq
篁,waon,waon
範,ve,ve
篅,zoe,zoe
篅,zoe,ze
篆,zoe,zoe
篇,phi,phie
築,tsoq,tsoq
篊,ghon,ghon
篋,chiaq,chiq
篋,chiq,chiq
篌,gheu,gheu
篑,gue,gue
篓,leu,leu
篔,yon,yun
篔,yun,yun
篙,kau,kau
篚,fi,fi
篝,keu,keu
篠,siau,siau
篡,tshoe,tshoe
篢,koe,koe
篢,kon,kon
篢,lon,lon
篤,toq,toq
篥,liq,liq
篦,pi,pi
篦,pi,pie
篩,sa,so
篩,sy,sy
篩,sa,sa
篪,zy,zyu
篫,tsoq,tsoq
篮,le,le
篯,tsi,tsie
篰,bu,bu
篱,li,li
篳,piq,piq
篷,bon,bon
篼,teu,teu
篾,miq,miq
篿,doe,doe
簀,tseq,tseq
簃,yi,yi
簆,kheu,kheu
簇,tshoq,tshoq
簉,zau,zau
簋,kue,kue
簌,soq,soq
簍,leu,leu
簏,loq,loq
簑,su,sou
簕,leq,leq
簖,doe,doe
簖,toe,toe
簝,liau,liau
簞,te,te
簟,di,die
簠,fu,fu
簡,ci,cie
簡易,ci i,cie i
簣,gue,gue
簤,da,da
簦,ten,ten
簧,waon,waon
簪,tsoe,tsoe
簫,siau,siau
簰,ba,ba
簷,yi,ye
簸,pu,pu
簹,taon,taon
簽,tshi,tshie
簾,li,lie
簿,bu,bu
籀,zeu,zeu
籁,le,le
籁,la,le
籃,le,le
籌,zeu,zeu
籍,ziq,ziq
籙,loq,loq
籛,tsi,tsie
籜,thoq,thoq
籟,le,le
籟,la,le
籠,lon,lon
籢,li,lie
籤,tshi,tshie
籥,yaq,yaq
籩,pi,pie
籪,doe,doe
籪,toe,toe
籬,li,li
籭,sa,sa
籮,lu,lou
籲,yu,yu
米,mi,mi
米長,mi tsan,mi tsan
米长,mi tsan,mi tsan
籴,diq,diq
籷,tsaq,tsaq
类,le,le
籼,si,sie
籽,tsy,tsy
粄,pe,pe
粉,fen,fen
粉皮耳朵,fen bi gni tu,fen bi gni tou
粑,pa,po
粒,liq,liq
粕,phaq,pheq
粕,phaq,phaq
粗,tshu,tshou
粘,gni,gnie
粘,tsoe,tsoe
粜,thiau,thiau
粝,li,li
粞,si,si
粟,soq,soq
粢,tshy,tshy
粢,tsy,tsy
粤,yoq,yuq
粤,yuq,yuq
粥,tsoq,tsoq
粦,lin,lin
粪,fen,fen
粮,lian,lian
粮行,lian ghaon,lian ghaon
粱,lian,lian
粲,tshe,tshe
粳,kan,ken
粳,kan,kan
粵,yoq,yuq
粵,yuq,yuq
粹,tshoe,tshe
粹,tshoe,ze
粼,lin,lin
粽,tson,tson
精,tsin,tsin
糁,soe,se
糁,se,se
糂,soe,soe
糅,gnieu,gnieu
糇,gheu,gheu
糈,siu,si
糉,tson,tson
糊,wu,ghou
糌,tsoe,tsoe
糍,zy,zy
糒,bi,bi
糕,kau,kau
糖,daon,daon
糗,chieu,chieu
糗,chieu,shieu
糙,tshau,tshau
糜,mi,mi
糝,soe,se
糝,se,se
糞,fen,fen
糟,tsau,tsau
糠,khaon,khaon
糤,se,se
糧,lian,lian
糧行,lian ghaon,lian ghaon
糨,jian,jian
糬,zy,zyu
糯,nu,nou
糰,doe,doe
糲,li,li
糴,diq,diq
糵,gniq,gniq
糶,thiau,thiau
糸,miq,miq
糹,miq,miq
系,yi,yi
系,shi,shi
系,ci,ci
糽,din,din
糾,cieu,cieu
紀,ci,ci
紂,zeu,zeu
紃,zin,zin
約,iaq,iaq
紅,ghon,ghon
紅日,ghon zeq,ghon zeq
紅樓夢,ghon leu mon,ghon leu mon
紆,iu,iu
紆,yu,iu
紇,gheq,gheq
紈,woe,woe
紉,zen,zen
紊,ven,ven
紋,ven,ven
納,naq,naeq
納,neq,neq
納降,naq ghaon,naeq ghaon
紐,gnieu,gnieu
紐,gnieu,ngeu
紓,sy,syu
純,zen,zen
紕,phi,phi
紖,tsen,tsen
紗,so,so
紘,ghon,ghon
紙,tsy,tsyu
紙,tsy,tsy
級,ciq,ciq
紛,fen,fen
紜,yon,yun
紜,yun,yun
紝,gnin,zen
紝,zen,zen
紞,te,te
紟,cin,cin
素,su,sou
紡,faon,faon
索,soq,soq
紧,cin,cin
紫,tsy,tsy
紫薇,tsy vi,tsy vi
紬,zeu,zeu
紮,tsaq,tsaeq
累,le,le
細,si,si
紱,feq,feq
紲,siq,siq
紳,sen,sen
紴,phi,phi
紵,zy,zyu
紹,zau,zau
紺,koe,koe
紼,feq,feq
紿,de,de
絀,tsheq,tsheq
終,tson,tson
絃,yi,ye
絃樂,yi yaq,ye yaq
組,tsu,tsou
組長,tsu tsan,tsou tsan
絆,boe,boe
絆,pe,pe
絍,gnin,zen
絍,zen,zen
絎,ghaon,ghaon
絏,siq,siq
結,ciq,ciq
絓,kua,kua
絕,ziq,ziq
絕望,ziq waon,ziq maon
絛,thau,thau
絜,yiq,yiq
絜,ciq,ciq
絝,khu,khou
絞,kau,ciau
絞,ciau,ciau
絞,kau,kau
絡,loq,loq
絢,shioe,shioe
絣,pan,pan
給,ciq,ciq
絨,gnion,zon
絨,gnion,gnion
絪,in,in
絮,siu,si
絮,si,si
絰,diq,diq
統,thon,thon
絲,sy,sy
絳,cian,cian
絳,cian,ciaon
絷,tseq,tseq
絹,cioe,cioe
絺,si,sie
絿,jieu,jieu
綁,paon,paon
綃,siau,siau
綄,woe,woe
綆,kan,ken
綆,kan,kan
綈,di,di
綈,thi,thi
綉,sieu,seu
綌,chiq,chiq
綎,thin,thin
綏,soe,se
綑,khuen,khuen
經,cin,cin
綖,yi,ye
綜,tson,tson
綝,lin,lin
綝,tshen,tshen
綠,loq,loq
綡,lian,lian
綢,zeu,zeu
綣,jioe,jioe
綥,ji,ji
綦,ji,ji
綧,tsen,tsen
綪,tsan,tsan
綪,tshi,tshie
綪,tshin,tshin
綫,si,sie
綬,zeu,zeu
維,vi,vi
綮,chi,chi
綯,dau,dau
綰,ue,ue
綱,kaon,kaon
網,maon,maon
網,waon,maon
綴,tsoe,tse
綵,tshe,tshe
綸,len,len
綸,kue,kue
綸巾,kue cin,kue cin
綹,lieu,leu
綺,chi,chi
綻,ze,ze
綽,tshaq,tshaq
綽,tsha,tshaq
綽,tshoq,tshoq
綽,tsaq,tshaq
綾,lin,lin
綿,mi,mie
緄,kuen,kuen
緇,tsy,tsy
緊,cin,cin
緋,fi,fi
緒,ziu,zi
緔,zaon,zaon
