ch,wuu-sh
蝓,yu
蝕,zeq
蝗,waon
蝘,i
蝙,pi
蝟,we
蝠,foq
蝣,yeu
蝤,yeu
蝤,zieu
蝥,mau
蝦,ho
蝦,hoe
蝨,seq
蝪,yiq
蝮,foq
蝰,khue
蝱,maon
蝲,laq
蝴,wu
蝶,diq
蝸,ku
蝻,noe
蝼,leu
蝽,tshen
蝽,tshoe
蝾,yon
螂,laon
螃,baon
螄,sy
螅,siq
螈,gnioe
螋,seu
螌,pe
融,yon
螓,zin
螗,daon
螞,mo
螟,min
螠,iq
螢,yin
螢,yon
螣,den
螨,moe
螫,seq
螬,zau
螭,tshy
螯,ngau
螱,ue
螳,daon
螵,phiau
螺,lu
螻,leu
螽,tson
蟀,seq
蟄,zeq
蟅,tso
蟆,mo
蟈,kuaq
蟊,meu
蟋,siq
蟎,moe
蟏,siau
蟑,tsaon
蟒,maon
蟛,ban
蟠,boe
蟢,shi
蟣,ci
蟥,waon
蟪,we
蟫,yin
蟬,zoe
蟮,zoe
蟯,gniau
蟲,zon
蟶,tshen
蟹,ha
蟺,zoe
蟻,gni
蟾,zoe
蠃,lu
蠅,in
蠆,tsha
蠉,shioe
蠊,li
蠋,zoq
蠍,shiq
蠐,zi
蠑,yon
蠓,mon
蠔,ghau
蠕,zy
蠕,lu
蠖,ghoq
蠖,oq
蠟,laq
蠡,li
蠢,tshen
蠣,li
蠨,siau
蠱,ku
蠲,cioe
蠶,zoe
蠹,tu
蠻,me
蠻,me
蠻多,me tu
蠻大,me du
蠻方便,me faon bi
蠻熱,me gniq
蠻結棍,me ciq kuen
蠼,jiu
血,shioq
血,shiuq
衁,huaon
衃,phe
衄,gnioq
衅,shin
衆,tson
衆望,tson waon
衆牲,tson san
衆生,tson san
衊,miq
行,yin
行,ghaon
行,ghan
行业,ghaon gniq
行乐,ghaon loq
行书,ghan sy
行伍,ghan wu
行会,ghaon we
行內,ghaon ne
行内,ghaon ne
行列,ghaon liq
行勿住,ghan veq zy
行勿落,ghan veq loq
行号,ghaon ghau
行员,ghaon yoe
行員,ghaon yoe
行商,ghaon saon
行头,ghan deu
行家,ghaon cia
行家,ghaon ka
行尾,ghaon vi
行帮,ghaon paon
行幫,ghaon paon
行库,ghaon khu
行庫,ghaon khu
行当,ghaon taon
行情,ghaon zin
行情行事,ghaon zin ghaon zy
行政,ghaon tsen
行数,ghaon su
行數,ghaon su
行書,ghan sy
行會,ghaon we
行李,ghan li
行检,ghaon ci
行業,ghaon gniq
行楷,ghan kha
行樂,ghaon loq
行檢,ghaon ci
行照,ghaon tsau
行画,ghaon gho
行畫,ghaon gho
行當,ghaon taon
行管,ghaon kuoe
行絕,ghaon ziq
行绝,ghaon ziq
行號,ghaon ghau
行規,ghaon kue
行规,ghaon kue
行話,ghaon gho
行话,ghaon gho
行販,ghaon fe
行贩,ghaon fe
行距,ghaon jiu
行車,ghaon tsho
行車,yin tsho
行车,ghaon tsho
行车,yin tsho
行过去,ghan ku chi
行過去,ghan ku chi
行道树,ghan dau zy
行道樹,ghan dau zy
行長,ghaon tsan
行长,ghaon tsan
行頭,ghan deu
衍,yi
衎,khoe
衒,yoe
術,zeq
衔,ghe
衔,nge
衔头,nge deu
衖,lon
街,ka
衙,nga
衙,ya
衛,we
衝,tshon
衠,tsen
衡,ghen
衢,jiu
衣,i
衤,i
补,pu
表,piau
表率,piau se
衩,tsha
衩,tsho
衫,se
衬,tshen
衮,kuen
衰,se
衰,sa
衰,tshe
衰瘏,sa du
衲,naq
衷,tson
衹,ji
衹,tseq
衽,gnin
衽,zen
衾,chin
衿,cin
袁,yoe
袂,me
袄,au
袅,gniau
袆,hue
袈,cia
袈,ka
袋,de
袍,bau
袒,the
袖,zieu
袗,tsen
袜,meq
袜,maq
袞,kuen
袢,phe
袤,meu
袥,thoq
袪,chiu
被,be
被,bi
被单,bi te
被單,bi te
被头,bi deu
被套,bi thau
被子,bi tsy
被横头,bi wan deu
被橫頭,bi wan deu
被頭,bi deu
被風洞,bi fon don
被风洞,bi fon don
袭,ziq
袯,feq
袱,voq
袷,kaq
袼,koq
裁,ze
裂,liq
装,tsaon
装腔作死,tsaon chian tsoq si
裆,taon
裈,khuen
裉,khen
裊,gniau
裌,kaq
裎,tshen
裏,li
裒,beu
裔,yi
裕,yu
裘,jieu
裙,jion
裙,jiun
裛,iq
補,pu
裝,tsaon
裝腔作死,tsaon chian tsoq si
裟,sa
裟,so
裡,li
裢,li
裣,li
裤,khu
裥,ke
裨,pe
裰,teq
裱,piau
裳,zaon
裴,be
裸,lu
裹,ku
裼,siq
裼,thi
製,tsy
裾,ciu
褂,ko
複,foq
褊,pi
褊,bi
褌,khuen
褎,zieu
褐,gheq
褒,pau
褓,pau
褕,yu
褘,hue
褙,pe
褚,tshy
褛,liu
褡,taq
褥,gnioq
褪,the
褫,tshy
褯,zia
褰,chi
褲,khu
褳,li
褴,le
褶,tseq
褶,ziq
褶裤,ziq khu
褶褲,ziq khu
褸,liu
褻,siq
褼,si
襀,tsiq
襁,chian
襄,sian
襇,ke
襉,ke
襏,feq
襕,le
襖,au
襚,zoe
襜,tshoe
襝,li
襞,piq
襟,cin
襠,taon
襤,le
襦,zy
襪,maq
襫,seq
襬,pa
襯,tshen
襲,ziq
襴,le
襻,phe
襾,o
西,si
西乐,si yaq
西晒,si so
西曬,si so
西樂,si yaq
西洋乐,si yan yaq
西洋樂,si yan yaq
覀,o
要,iau
要个,iau gheq
要塞,iau se
要搬个,iau poe gheq
覃,de
覅,viau
覆,foq
覈,gheq
見,ci
見教,ci kau
見鬼,ci kue
覎,i
規,kue
覓,miq
視,zy
覘,tshoe
覡,yiq
覥,thi
覦,yu
覧,le
覩,tu
親,tshin
親交,tshin kau
親家,tshin cia
親家,tshin ka
親家公,tshin ka kon
親家母,tshin ka mu
親日,tshin zeq
親生,tshin san
親生,tshin sen
覬,ci
覯,keu
覰,tshiu
覲,jin
覷,tshiu
覷,tshi
覺,cioq
覺,kau
覺,koq
覺,ciau
覺,ciuq
覻,tshi
覽,le
覿,diq
觀,kuoe
见,ci
见教,ci kau
见鬼,ci kue
观,kuoe
觃,i
规,kue
觅,miq
视,zy
觇,tshoe
览,le
觉,cioq
觉,kau
觉,koq
觉,ciau
觉,ciuq
觊,ci
觋,yiq
觌,diq
觍,thi
觎,yu
觏,keu
觐,jin
觑,tshiu
觑,tshi
角,koq
觔,cin
觖,cioq
觖,ciuq
觚,ku
觜,tsoe
觜,tsy
觞,saon
觟,gha
觟,gho
解,cia
解,ka
解,ga
解刚,ka kaon
解剛,ka kaon
解山河,ga se wu
解恹气,ka i chi
解懨氣,ka i chi
解药,ka yaq
解藥,ka yaq
解鈕頭,ga gnieu deu
解钮头,ga gnieu deu
觥,kuaon
触,tshoq
觫,soq
觭,chi
觭,ci
觯,tsy
觱,piq
觳,ghoq
觴,saon
觶,tsy
觸,tshoq
觹,shi
觽,shi
觿,shi
言,yi
言,ghe
言話,ghe gho
言话,ghe gho
訁,gni
訂,tin
訃,fu
訄,jieu
訇,hon
計,ci
訊,sin
訌,hon
討,thau
訏,shiu
訐,ciq
訒,gnin
訓,shion
訓,shiun
訕,se
訖,chiq
託,thoq
託交,thoq kau
記,ci
訛,ngu
訝,ia
訟,zon
訟,son
訡,gnin
訣,cioq
訣,ciuq
訥,neq
訩,shion
訪,faon
訪日,faon zeq
設,seq
許,shiu
訴,su
訶,hu
診,tsen
註,tsy
証,tsen
訾,tsy
詁,ku
詆,ti
詈,li
詉,na
詉,nau
詎,jiu
詐,tso
詐,tsa
詐死詐活,tso si tso weq
詐降,tso ghaon
詒,yi
詔,tsau
評,bin
詖,pi
詗,shion
詘,chioq
詘,chiuq
詛,tsu
詝,zy
詞,zy
詟,tseq
詠,ion
詡,shiu
詢,shion
詢,shiun
詢,sin
詣,gni
詣,i
詣,yi
試,sy
試,seq
詩,sy
詩行,sy ghaon
詪,hen
詫,tsha
詫,tsho
詬,keu
詭,kue
詮,tshi
詰,ciq
話,gho
話,wa
該,ke
詳,zian
詵,sen
詷,don
詹,tsoe
詼,hue
詾,shion
詿,kua
誄,le
誅,tsy
誆,khuaon
誇,kho
誇,khua
誉,yu
誊,den
誌,tsy
認,gnin
認,zen
誏,laon
誏声,laon san
誏聲,laon san
誑,guaon
誒,e
誒,ghe
誒,shi
誓,zy
誕,te
誗,zi
誘,yeu
誘降,yeu ghaon
誚,ziau
語,gniu
誠,zen
誡,cia
誣,u
誤,ngu
誥,kau
誦,zon
誦,son
誨,hue
說,seq
說,soe
說個,seq ku
說大書,seq du sy
說鬼話,seq ciu gho
誰,ze
誰,zoe
誰家,ze cia
誰家,zoe cia
課,khu
課堂間,khu daon ke
課長,khu tsan
誶,soe
誹,fi
誼,gni
調,diau
調度,diau du
調脫了,diau theq leq
諂,tshoe
諄,tsen
談,de
諉,ue
請,tshin
請降,tshin ghaon
諍,tsan
諍,tsen
諏,tseu
諑,tsoq
諒,lian
諓,zi
論,len
諗,sen
諙,gho
諛,yu
諜,diq
諝,siu
諞,bi
諟,zy
諠,shioe
諡,zy
諢,wen
諤,ngoq
諦,ti
諧,ya
諧,gha
諫,ci
諭,yu
諮,tsy
諱,hue
諱,we
諲,in
諳,oe
諴,ghe
諵,noe
諶,zen
諷,fon
諸,tsy
諸行,tsy ghaon
諺,yi
諼,shioe
諾,noq
謀,meu
謁,iq
謂,we
謄,den
謅,tseu
謇,ci
謊,huaon
謎,mi
謎,me
謎謎子,me me tsy
謏,siau
謐,miq
謔,shiaq
謖,soq
謗,paon
謙,chi
謚,zy
講,kaon
講,cian
謝,zia
謠,yau
謨,mu
謫,tsaq
謫降,tsaq ghaon
謬,mieu
謬,miau
謭,tsi
謰,li
謱,leu
謳,eu
謹,cin
謾,me
謿,zau
譁,gho
證,tsen
譎,cioq
譎,ciuq
譏,ci
譓,we
譖,tsen
識,seq
識,tsy
譙,ziau
譚,de
譜,pu
譜,phu
譞,shioe
警,cin
譫,tsoe
譬,phi
譭,hue
譯,yiq
議,gni
議長,gni tsan
譴,chi
譶,daq
護,wu
譽,yu
譾,tsi
讀,doq
讀,deu
讀差,doq tsho
變,pi
變個,pi ku
變大,pi du
變死,pi si
讋,tseq
讌,i
讎,zeu
讐,zeu
讒,ze
讓,gnian
讓伊拉,gnian yi la
讓伊拉,gnian yi la
讕,le
讖,tshen
讗,huaq
讚,tse
讜,taon
讞,gni
讠,gni
计,ci
订,tin
讣,fu
认,gnin
认,zen
讥,ci
讦,ciq
讧,hon
讨,thau
让,gnian
让伊拉,gnian yi la
让伊拉,gnian yi la
讪,se
讫,chiq
训,shion
训,shiun
议,gni
议长,gni tsan
讯,sin
记,ci
讱,gnin
讲,kaon
讲,cian
讲个,kaon gheq
讲只,kaon tsaq
讲讲个,kaon kaon gheq
讳,hue
讳,we
讴,eu
讵,jiu
讶,ia
讷,neq
许,shiu
讹,ngu
论,len
讻,shion
讼,zon
讼,son
讽,fon
设,seq
访,faon
访日,faon zeq
诀,cioq
诀,ciuq
证,tsen
诂,ku
诃,hu
评,bin
诅,tsu
识,seq
识,tsy
诇,shion
诈,tso
诈,tsa
诈死诈活,tso si tso weq
诈降,tso ghaon
诉,su
诊,tsen
诋,ti
诌,tseu
词,zy
诎,chioq
诎,chiuq
诏,tsau
诐,pi
译,yiq
诒,yi
诓,khuaon
诔,le
试,sy
试,seq
诖,kua
诗,sy
诗行,sy ghaon
诘,ciq
诙,hue
诚,zen
诛,tsy
诜,sen
话,gho
话,wa
诞,te
诟,keu
诠,tshi
诡,kue
询,shion
询,shiun
询,sin
诣,gni
诣,i
诣,yi
诤,tsan
诤,tsen
该,ke
该个,ke gheq
详,zian
诧,tsha
诧,tsho
诨,wen
诩,shiu
诫,cia
诬,u
语,gniu
诮,ziau
误,ngu
诰,kau
诱,yeu
诱降,yeu ghaon
诲,hue
诳,guaon
说,seq
说,soe
说个,seq ku
说大书,seq du sy
说鬼话,seq ciu gho
诵,zon
诵,son
诶,e
诶,ghe
诶,shi
请,tshin
请降,tshin ghaon
诸,tsy
诸行,tsy ghaon
诹,tseu
诺,noq
读,doq
读,deu
读个,doq gheq
读差,doq tsho
诼,tsoq
诽,fi
课,khu
课堂间,khu daon ke
课长,khu tsan
诿,ue
谀,yu
谁,ze
谁,zoe
谁家,ze cia
谁家,zoe cia
谂,sen
调,diau
调度,diau du
调脱了,diau theq leq
谄,tshoe
谅,lian
谆,tsen
谇,soe
谈,de
谊,gni
谋,meu
谌,zen
谍,diq
谎,huaon
谏,ci
谐,ya
谐,gha
谑,shiaq
谒,iq
谓,we
谔,ngoq
谕,yu
谖,shioe
谗,ze
谘,tsy
谙,oe
谚,yi
谛,ti
谜,mi
谜,me
谜谜子,me me tsy
谝,bi
谞,siu
谟,mu
谠,taon
谡,soq
谢,zia
谣,yau
谤,paon
谥,zy
谦,chi
谧,miq
谨,cin
谩,me
谪,tsaq
谪降,tsaq ghaon
谫,tsi
谬,mieu
谬,miau
谭,de
谮,tsen
谯,ziau
谰,le
谱,pu
谱,phu
谲,cioq
谲,ciuq
谳,gni
谴,chi
谵,tsoe
谶,tshen
谷,koq
谼,ghon
谿,chi
豁,huaq
豆,deu
豇,kaon
豈,chi
豉,zy
豌,uoe
豎,zy
豎,sy
豐,fon
豐鎬,fon ghau
豔,yi
豕,sy
豙,gni
豚,den
豛,toq
豞,heu
象,zian
豢,we
豨,shi
豪,ghau
豫,yu
豬,tsy
豬仔,tsy tse
豬圈,tsy jioe
豮,ven
豳,pin
豶,ven
豸,zy
豹,pau
豺,za
豺,ze
貂,tiau
貅,shieu
貆,huoe
貆,woe
貉,ghoq
貉,maq
貊,maq
貋,ghoe
貌,mau
貍,li
貒,thoe
貓,mau
貓,mau
貔,bi
貘,maq
貝,pe
貞,tsen
負,veu
負,vu
財,ze
財長,ze tsan
貢,kon
貤,yi
貧,bin
貨,hu
販,fe
貪,thoe
貫,kue
責,tseq
責任,tseq gnin
責任,tseq zen
貯,zy
貰,sy
貲,tsy
貳,gni
貳,er
貴,kue
貴,ciu
貶,pi
買,ma
貸,de
貺,huaon
費,fi
費,vi
貼,thiq
貽,yi
貿,meu
貿,mau
賀,wu
賁,pen
賂,loq
賂,lu
賃,gnin
賄,hue
賅,ke
資,tsy
賈,ku
賈,cia
賊,zeq
賑,tsen
賒,so
賓,pin
賕,jieu
賙,tseu
賚,le
賜,sy
賞,saon
賠,be
賡,ken
賢,yi
賣,ma
賤,zi
賦,fu
質,tseq
賫,tsi
賬,tsan
賭,tu
賴,la
賴,le
賴伏雞,la bu ci
賵,fon
賸,zen
賺,ze
賻,vu
購,keu
賽,se
賾,zaq
贄,tsy
贅,tsoe
贅,tse
贇,ion
贇,iun
贈,zen
贊,tse
贋,gni
贍,zoe
贏,yin
贐,zin
贓,tsaon
贔,bi
贖,zoq
贗,gni
贛,koe
贜,tsaon
贝,pe
贞,tsen
负,veu
负,vu
贡,kon
财,ze
财长,ze tsan
责,tseq
责任,tseq gnin
责任,tseq zen
贤,yi
败,ba
败仗,ba tsan
账,tsan
货,hu
质,tseq
贩,fe
贪,thoe
贫,bin
贬,pi
购,keu
贮,zy
贯,kue
贰,gni
贰,er
贱,zi
贲,pen
贳,sy
贴,thiq
贵,kue
贵,ciu
贶,huaon
贷,de
贸,meu
贸,mau
费,fi
费,vi
贺,wu
贻,yi
贼,zeq
贽,tsy
贾,ku
贾,cia
贿,hue
赀,tsy
赁,gnin
赂,loq
赂,lu
赃,tsaon
资,tsy
赅,ke
赆,zin
赇,jieu
赈,tsen
赉,le
赊,so
赋,fu
赌,tu
赍,tsi
赎,zoq
赏,saon
赐,sy
赑,bi
赒,tseu
赓,ken
赔,be
赖,la
赖,le
赖伏鸡,la bu ci
赗,fon
赘,tsoe
赘,tse
赙,vu
赚,ze
赛,se
赜,zaq
赝,gni
赞,tse
赟,ion
赟,iun
赠,zen
赡,zoe
赢,yin
赣,koe
赤,tshaq
赤日,tshaq zeq
赦,so
赧,ne
赪,tshen
赫,heq
赬,tshen
赭,tso
走,tseu
赱,tseu
赳,cieu
赴,fu
赵,zau
赶,koe
赶,jioq
赶,jiuq
起,chi
起家,chi cia
起更,chi kan
趁,tshen
趄,tshia
趄,tsiu
超,tshau
超大,tshau du
超生,tshau san
越,yoq
越,yuq
越大,yoq du
越大,yuq du
趋,tshiu
趑,tshy
趒,dau
趒,thiau
趔,liq
趕,koe
趕,jioq
趙,zau
趜,jieu
趟,thaon
趣,tshiu
趤,daon
趨,tshiu
趯,thiq
趱,ze
趲,ze
足,tsoq
趴,pha
趵,pau
趸,ten
趺,fu
趼,ci
趾,tsy
趿,saq
跂,chi
跃,yaq
跄,tshian
跆,de
跋,baq
跌,tiq
跍,gu
跎,du
跏,cia
跏,ka
跐,tshy
跑,bau
跑脫了,bau theq leq
跑脱了,bau theq leq
跔,geu
跖,tsaq
跗,fu
跙,tshia
跙,tsiu
跚,se
跛,pu
距,jiu
跞,liq
跞,loq
跟,ken
跟个,ken gheq
跡,tsiq
跣,si
跤,kau
跤,ciau
跨,kho
跨,khua
跪,gue
跪,jiu
跫,chian
跬,khue
路,lu
路易,lu i
跱,zy
跳,thiau
践,zi
跶,daq
跶,thaq
跷,chiau
跸,piq
跹,si
跺,tu
跻,tsi
跼,jioq
跽,ji
踅,ziq
踉,lian
踊,ion
踌,zeu
踏,daq
踐,zi
踔,tshau
踛,loq
踝,wa
踞,ciu
踟,zy
踡,jioe
踢,thiq
踣,boq
踦,chi
踦,gni
踩,tshe
踪,tson
踬,tsy
踮,ti
踯,zeq
踱,doq
踴,ion
踵,tson
踶,di
踹,zoe
踺,ji
踼,than
踽,ciu
蹀,diq
蹁,bi
蹂,leu
蹂,zeu
蹄,di
蹅,tsho
蹇,ci
蹈,dau
蹉,tshu
蹊,chi
蹊,yi
蹋,thaq
蹌,tshian
蹍,gni
蹐,tsiq
蹑,gniq
蹒,boe
蹓,lieu
蹔,ze
蹕,piq
蹖,tshon
蹗,loq
蹙,tsoq
蹚,thaon
蹜,soq
蹟,tsiq
蹠,tsaq
蹢,tiq
蹣,boe
蹤,tson
蹦,pan
蹦,pon
蹨,gni
蹩,biq
蹬,ten
蹭,tshen
蹯,ve
蹰,zy
蹱,tson
蹲,ten
蹲了,ten leq
蹴,tshoq
蹶,cioq
蹶,ciuq
蹺,chiau
蹻,chiau
蹼,phoq
蹽,liau
蹾,ten
蹿,tshoe
躁,tsau
躁,tshau
躂,daq
躅,zoq
躇,zy
躉,ten
躊,zeu
躋,tsi
躍,yaq
躏,lin
躐,liq
躑,zeq
躒,liq
躒,loq
躓,tsy
躔,zoe
躕,zy
躚,si
躜,tsoe
躞,siq
躡,gniq
躥,tshoe
躦,tsoe
躪,lin
身,sen
躬,kon
躯,chiu
躰,thi
躱,tu
躲,tu
躴,laon
躺,thaon
躽,i
躿,khaon
軀,chiu
軆,thi
車,tsho
車,ciu
車行,tsho ghaon
車長,tsho tsan
車馬炮,ciu mo phau
軋,gaq
軌,kue
軍,cion
軍,ciun
軍樂,cion yaq
軍樂,ciun yaq
軍長,cion tsan
軍長,ciun tsan
軏,ngeq
軑,da
軒,shi
軔,zen
軛,ngeq
軝,ji
軟,gnioe
軟耳朵,gnioe gni tu
軤,hu
軫,tsen
軰,be
軰,pe
軲,ku
軸,jioq
軸,jiuq
軹,tsy
軺,yau
軻,khu
軼,yiq
軾,seq
較,ciau
較大,ciau du
較易,ciau i
輅,lu
輇,zi
輈,tseu
載,tse
輊,tsy
輋,so
輒,tseq
輓,ue
輔,vu
輔,fu
輔音,fu in
輔音,vu in
輕,chin
輕敲,chin chiau
輕易,chin i
輕率,chin se
輗,gni
輛,lian
輜,tsy
輝,hue
輞,maon
輟,tshoq
輥,kuen
輦,gni
輩,pe
輪,len
輬,lian
輭,gnioe
輮,zeu
輯,tshiq
輳,tsheu
輶,yeu
輸,sy
輻,foq
輼,uen
輾,tsoe
輿,yu
轂,koq
轄,haq
轄,shiaq
轄,huaq
轅,yoe
轆,loq
轉,tsoe
轍,tsheq
轎,jiau
轔,lin
轟,hon
轡,phe
轢,liq
轤,lu
车,tsho
车,ciu
车行,tsho ghaon
车长,tsho tsan
车马炮,ciu mo phau
轧,gaq
轨,kue
轩,shi
轪,da
轫,zen
转,tsoe
轭,ngeq
轮,len
软,gnioe
软耳朵,gnioe gni tu
轰,hon
轱,ku
轲,khu
轳,lu
轴,jioq
轴,jiuq
轵,tsy
轶,yiq
轷,hu
轸,tsen
轹,liq
轺,yau
轻,chin
轻敲,chin chiau
轻易,chin i
轻率,chin se
轼,seq
载,tse
轾,tsy
轿,jiau
辀,tseu
辁,zi
辂,lu
较,ciau
较大,ciau du
较易,ciau i
辄,tseq
辅,vu
辅,fu
辅音,fu in
辅音,vu in
辆,lian
辇,gni
辈,pe
辉,hue
辊,kuen
辋,maon
辌,lian
辍,tshoq
辎,tsy
辏,tsheu
辐,foq
辑,tshiq
辒,uen
输,sy
辔,phe
辕,yoe
辖,haq
辖,shiaq
辖,huaq
辗,tsoe
辘,loq
辙,tsheq
辚,lin
辛,sin
辜,ku
辞,zy
辟,phiq
辣,laq
辤,zy
辦,be
辦家家,be ka ka
辨,bi
辩,bi
辫,bi
辭,zy
辮,bi
辯,bi
辰,zen
辱,zoq
農,non
農行,non ghaon
辵,tshaq
辶,tshaq
边,pi
边个,pi ku
边塞,pi se
辽,liau
达,daq
辿,tshoe
迁,tshi
迂,iu
迄,chiq
迅,shiun
迅,sin
迆,yi
过,ku
过个,ku ku
过剩,ku zen
过大,ku du
过房儿子,ku vaon gni tsy
迈,me
迋,guaon
迋,waon
迎,gnin
运,yon
运,yun
近,jin
近个,jin gheq
迓,ia
返,fe
返家,fe cia
迕,ng
迕,wu
还,we
还,ghe
还以为,ghe i we
还会,ghe we
还勒,ghe leq
还勿如,ghe veq zy
还勿晓得,ghe veq shiau teq
还在,ghe ze
还在,we ze
还好,ghe hau
还好,we hau
还弗如,ghe veq zy
还弗晓得,ghe veq shiau teq
还得,ghe teq
还得,we teq
还怕,ghe pho
还想,ghe sian
还是,ghe zy
还有,ghe yeu
还未,ghe vi
还来,ghe le
还来,we le
还没,ghe meq
还算,ghe soe
还能,ghe nen
还要,ghe iau
还说,ghe seq
这,tseq
这个,tseq ku
这家,tseq cia
进,tsin
远,yoe
违,we
连,li
连个,li ku
连日,li zeq
连长,li tsan
迟,zy
迢,diau
迤,yi
迥,cion
迦,ka
迨,de
迩,er
迪,diq
迫,phaq
迫降,phaq ghaon
迫降,phaq kaon
迭,diq
迭个,diq gheq
迮,tsaq
述,zeq
迳,cin
迴,we
迷,mi
迸,pan
迹,tsiq
迺,ne
迻,yi
追,tsoe
退,the
退行,the ghaon
退行,the yin
送,son
适,seq
适,kuaq
逃,dau
逄,baon
逅,gheu
逆,gniq
选,si
选了,si leq
逊,sen
逋,pu
逍,siau
透,theu
逐,zoq
逐个,zoq ku
逐個,zoq ku
逐行,zoq ghaon
逑,jieu
递,di
途,du
逕,cin
逖,thiq
逗,deu
這,tseq
這個,tseq ku
這家,tseq cia
通,thon
逛,guaon
逛,kuaon
逝,zy
逞,tshen
速,soq
造,zau
造个,zau gheq
逡,tshin
逢,von
連,li
連個,li ku
連日,li zeq
連長,li tsan
逦,li
逩,pen
逭,woe
逮,de
逮,di
逯,loq
週,tseu
進,tsin
逴,tshoq
逵,gue
逶,ue
逸,yiq
逻,lu
逼,piq
逼死,piq si
逼死,piq sy
逾,yu
遁,den
遂,zoe
遄,zoe
遆,di
遇,yu
遊,yeu
運,yon
運,yun
遍,pi
過,ku
過個,ku ku
過剩,ku zen
過大,ku du
過房兒子,ku vaon gni tsy
遏,eq
遐,shia
遑,waon
遒,zieu
道,dau
道行,dau ghan
達,daq
違,we
遗,yi
遘,keu
遙,yau
遛,lieu
遜,sen
遝,deq
遞,di
遠,yoe
遢,thaq
遣,chi
遥,yau
遨,gau
適,seq
遭,tsau
遮,tso
遮,tsa
遲,zy
遴,lin
遵,tsen
遷,tshi
選,si
選了,si leq
遹,yoq
遹,yuq
遺,yi
遼,liau
遽,jiu
避,bi
邀,iau
邁,me
邂,ya
邃,soe
還,we
還,ghe
還以爲,ghe i we
還來,ghe le
還來,we le
還勒,ghe leq
還勿如,ghe veq zy
還勿曉得,ghe veq shiau teq
還在,ghe ze
還在,we ze
還好,ghe hau
還好,we hau
還弗如,ghe veq zy
還弗曉得,ghe veq shiau teq
還得,ghe teq
還得,we teq
還怕,ghe pho
還想,ghe sian
還是,ghe zy
還會,ghe we
還有,ghe yeu
還未,ghe vi
還沒,ghe meq
還算,ghe soe
還能,ghe nen
還要,ghe iau
還說,ghe seq
邇,er
邈,miau
邊,pi
邊個,pi ku
邊塞,pi se
邋,laq
邏,lu
邑,iq
邒,din
邓,den
邕,ion
邗,ghoe
邘,yu
邙,maon
邛,jion
邝,kuaon
邠,pin
邡,faon
邢,yin
那,na
那个,na ku
那個,na ku
那家,na cia
那日,na zeq
邦,paon
邨,tshen
邨,den
邪,zia
邬,u
邮,yeu
邯,ghoe
邰,the
邱,chieu
邲,biq
邳,phi
邴,pin
邵,zau
邶,be
邸,ti
邹,tseu
邺,gniq
邻,lin
邽,kue
邾,tsy
邿,sy
郁,ioq
郁,iuq
郃,gheq
郄,chiq
郅,tseq
郇,sin
郇,we
郈,gheu
郊,ciau
郊,yau
郎,laon
郏,kaq
郐,kue
郑,zen
郓,yon
郓,yun
郗,si
郙,fu
郚,ngu
郛,fu
郜,kau
郝,heq
郟,kaq
郡,jion
郡,jiun
郢,yin
郤,chiq
郦,liq
郧,yon
郧,yun
部,bu
部長,bu tsan
部长,bu tsan
郪,tshi
郫,bi
郭,koq
郯,de
郲,le
郴,tshen
郵,yeu
郸,te
都,tu
郾,i
郿,me
鄀,zaq
鄂,ngoq
鄃,sy
鄄,cioe
鄅,yu
鄆,yon
鄆,yun
鄉,shian
鄉長,shian tsan
鄌,daon
鄑,tsy
鄒,tseu
鄔,u
鄕,shian
鄖,yon
鄖,yun
鄗,ghau
鄘,yon
鄙,pi
鄚,moq
鄜,fu
鄞,gnin
鄠,wu
鄢,i
鄣,tsaon
鄧,den
鄩,zin
鄫,tsen
鄭,zen
鄮,meu
鄯,zoe
鄰,lin
鄱,bu
鄲,te
鄳,man
鄴,gniq
鄶,kue
鄹,tseu
鄺,kuaon
酂,tse
酃,lin
酄,huoe
酅,yi
酆,fon
酇,tse
酈,liq
酉,yeu
酊,tin
酋,zieu
酋長,zieu tsan
酋长,zieu tsan
酌,tsaq
配,phe
配乐,phe yaq
配樂,phe yaq
酎,zeu
酏,yi
酐,koe
酒,tsieu
酒鬼,tsieu kue
酗,shiu
酚,fen
酝,ion
酝,iun
酞,tha
酡,du
酢,zoq
酣,hoe
酤,ku
酥,su
酦,faq
酦,pheq
酩,min
酪,loq
酬,zeu
酮,don
酯,tsy
酰,shi
酰,si
酱,tsian
酲,zen
酴,du
酵,kau
酵,shiau
酶,me
酷,khoq
酸,soe
酹,le
酺,bu
酽,gni
酾,sa
酿,gnian
醃,i
醅,phe
醇,zen
醉,tsoe
醉鬼,tsoe kue
醋,tshu
醌,khuen
醍,di
醐,wu
醑,siu
醒,sin
醚,mi
醛,tshi
醜,tsheu
醞,ion
醞,iun
醢,he
醣,daon
醨,li
醪,lau
醫,i
醫生,i san
醬,tsian
醭,phoq
醮,tsiau
醯,shi
醱,faq
醱,pheq
醲,gnion
醴,li
醵,jiu
醺,shion
醺,shiun
醼,i
醾,mi
釀,gnian
釁,shin
釃,sa
釅,gni
釆,bi
采,tshe
釉,yeu
释,seq
釋,seq
里,li
里長,li tsan
里长,li tsan
重,zon
野,ya
野鬼,ya kue
量,lian
量大福大,lian du foq du
釐,li
金,cin
釒,cin
釓,gaq
釔,iq
釕,liau
釗,tsau
釘,tin
